,IGKV1-12,IGKV1-13,IGKV1-16,IGKV1-17,IGKV1-27,IGKV1-33,IGKV1-37,IGKV1-39,IGKV1-5,IGKV1-6,IGKV1-8,IGKV1-9,IGKV1-NL1,IGKV1/OR2-108,IGKV1D-12,IGKV1D-13,IGKV1D-16,IGKV1D-17,IGKV1D-27,IGKV1D-43,IGKV1D-8,IGKV2-24,IGKV2-26,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2-40,IGKV2D-24,IGKV2D-26,IGKV2D-29,IGKV2D-30,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3-7,IGKV3/OR2-268,IGKV3D-11,IGKV3D-15,IGKV3D-20,IGKV4-1,IGKV5-2,IGKV6-21,IGKV6D-21,IGKV6D-41
IGKV3-15,0.648989898989899,0.6376262626262627,0.6275252525252526,0.6686868686868688,0.6875,0.6477272727272727,0.6427804161013116,0.6628787878787878,0.6628787878787878,0.6772727272727272,0.6958333333333333,0.6628787878787878,0.6590909090909091,0.6628787878787878,0.6439393939393939,0.6634469696969697,0.6202651515151515,0.6477272727272727,0.6830808080808081,0.6174242424242424,0.6713383838383838,0.6083333333333334,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.625,0.5916666666666667,0.6083333333333334,0.5916666666666667,0.5833333333333333,0.625,0.9395833333333333,0.0,0.9652777777777776,0.9875,0.9599650880388584,0.9506944444444443,0.9744791666666667,0.9427083333333333,0.5778688524590163,0.6375,0.559375,0.5666666666666667,0.6083333333333334
IGKV1-NL1,0.9488636363636364,0.9532828282828284,0.9065656565656566,0.8863636363636364,0.9412878787878789,0.946969696969697,0.9393939393939394,0.946969696969697,0.956060606060606,0.9223484848484849,0.8863636363636364,0.9772727272727273,0.0,0.946969696969697,0.9389204545454546,0.9166666666666667,0.9285037878787878,0.9621212121212122,0.941919191919192,0.9318181818181819,0.9444444444444445,0.696969696969697,0.696969696969697,0.7121212121212122,0.7045454545454546,0.7424242424242424,0.7099567099567101,0.696969696969697,0.696969696969697,0.696969696969697,0.7424242424242424,0.6732954545454546,0.6590909090909091,0.6717171717171717,0.6666666666666666,0.6617323734861047,0.6745580808080808,0.6583806818181819,0.662405303030303,0.553030303030303,0.5970149253731343,0.6018557779285392,0.6071206467661692,0.6697761194029852
IGKV1D-12,0.9823232323232322,0.919191919191919,0.912878787878788,0.8825757575757573,0.9090909090909092,0.9128787878787878,0.9204545454545454,0.9128787878787878,0.9219696969696969,0.8863636363636365,0.8522727272727273,0.9431818181818182,0.9389204545454546,0.9128787878787878,0.0,0.8825757575757576,0.9356060606060606,0.9583333333333334,0.9103535353535351,0.9280303030303031,0.9078282828282828,0.706439393939394,0.7045454545454546,0.7196969696969697,0.7121212121212122,0.7518939393939394,0.7196969696969696,0.7045454545454546,0.7045454545454546,0.7045454545454546,0.75,0.6619318181818181,0.6439393939393939,0.6565656565656566,0.6515151515151515,0.6493542389064779,0.6641414141414141,0.6434659090909091,0.6524621212121211,0.5492424242424242,0.5970149253731343,0.6075163952962461,0.6127600633197648,0.6753731343283582
IGKV3D-20,0.6565656565656566,0.6401515151515151,0.6161616161616162,0.665909090909091,0.6893939393939394,0.6477272727272727,0.6371834011759385,0.6628787878787878,0.6598484848484849,0.671780303030303,0.6833333333333333,0.6628787878787878,0.662405303030303,0.6628787878787878,0.6524621212121211,0.6571969696969697,0.6221590909090909,0.6477272727272727,0.6856060606060607,0.6174242424242424,0.6646464646464647,0.6083333333333334,0.5916666666666667,0.5916666666666667,0.5916666666666667,0.625,0.5964285714285715,0.6083333333333334,0.5916666666666667,0.5833333333333333,0.625,0.9458333333333333,0.9427083333333333,0.9652777777777777,0.9541666666666666,0.9460686095931998,0.9597222222222221,0.9395833333333333,0.0,0.5846784363177806,0.6416666666666666,0.5737231182795699,0.5791666666666666,0.6166666666666667
IGKV3-11,0.6654040404040404,0.6496212121212122,0.6395202020202021,0.6863636363636364,0.7007575757575758,0.6590909090909091,0.6540592492085029,0.6723484848484849,0.6712121212121211,0.6892045454545455,0.7083333333333333,0.6742424242424242,0.6732954545454546,0.6742424242424242,0.6619318181818181,0.6753787878787879,0.6330492424242424,0.6590909090909091,0.6950757575757575,0.6287878787878788,0.683080808080808,0.6114583333333334,0.59375,0.59375,0.5947916666666667,0.628125,0.6020833333333334,0.6104166666666667,0.59375,0.5864583333333333,0.6270833333333333,0.0,0.9395833333333332,0.9590277777777777,0.9479166666666666,0.9497457498482089,0.9677083333333334,0.9359375000000001,0.9458333333333333,0.5788461538461538,0.6541666666666667,0.5614583333333334,0.56875,0.5958333333333333
IGKV6D-41,0.6766169154228856,0.6865671641791046,0.6318407960199005,0.7261234809558763,0.6417910447761194,0.6417910447761194,0.664179104477612,0.6567164179104478,0.6597014925373135,0.6964766332273061,0.7377049180327869,0.6716417910447762,0.6697761194029852,0.6567164179104478,0.6753731343283582,0.7203327624174211,0.6492537313432836,0.6716417910447762,0.6467661691542288,0.6417910447761194,0.6886877089960036,0.6557377049180327,0.6557377049180327,0.6721311475409836,0.6557377049180327,0.7049180327868853,0.6744730679156907,0.6557377049180327,0.6557377049180327,0.6557377049180327,0.7049180327868853,0.5958333333333333,0.6083333333333334,0.6111111111111112,0.6166666666666667,0.6070127504553735,0.6055555555555556,0.6104166666666667,0.6166666666666667,0.5333333333333333,0.6333333333333333,0.7791666666666667,0.7833333333333333,0.0
IGKV2D-29,0.7299110508065731,0.6919191919191919,0.6581486506859641,0.7434343434343434,0.6666666666666666,0.696969696969697,0.7045454545454546,0.6666666666666666,0.6917684305744007,0.7327744659711873,0.7666666666666667,0.696969696969697,0.696969696969697,0.6818181818181818,0.7388059701492538,0.7318181818181818,0.6827792853912257,0.696969696969697,0.6666666666666666,0.6666666666666666,0.7151515151515152,0.9,0.9416666666666667,0.925,0.9833333333333334,0.9166666666666666,0.9297619047619047,0.9083333333333333,0.9416666666666667,0.0,0.925,0.6260245901639344,0.6229508196721312,0.612431693989071,0.6311475409836066,0.6198366531523593,0.6176912568306011,0.6270491803278688,0.5932035519125682,0.5416666666666667,0.625,0.6125,0.6166666666666667,0.6166666666666667
IGKV2D-24,0.7070707070707071,0.691919191919192,0.6767676767676768,0.7434343434343434,0.6666666666666666,0.696969696969697,0.7196969696969697,0.6666666666666666,0.6848484848484849,0.7234848484848485,0.7666666666666667,0.696969696969697,0.696969696969697,0.6818181818181818,0.7045454545454546,0.7318181818181819,0.696969696969697,0.696969696969697,0.6666666666666666,0.6666666666666666,0.7151515151515152,0.9916666666666667,0.9166666666666666,0.95,0.9166666666666667,0.9416666666666667,0.9380952380952382,0.0,0.9166666666666666,0.9083333333333333,0.95,0.6495901639344261,0.6475409836065573,0.6371584699453551,0.6557377049180327,0.6443386802984898,0.6437158469945355,0.6516393442622951,0.6181010928961749,0.55,0.5833333333333334,0.6458333333333333,0.65,0.6166666666666667
IGKV2D-26,0.7299110508065733,0.691919191919192,0.6581486506859641,0.7434343434343434,0.6666666666666666,0.696969696969697,0.7196969696969697,0.6666666666666666,0.6917684305744007,0.7327744659711872,0.7666666666666667,0.696969696969697,0.696969696969697,0.6818181818181818,0.7388059701492538,0.7318181818181819,0.6827792853912257,0.696969696969697,0.6666666666666666,0.6666666666666666,0.7151515151515152,0.9083333333333333,1.0,0.9333333333333333,0.95,0.925,0.9404761904761906,0.9166666666666666,0.0,0.9416666666666667,0.9333333333333333,0.6331967213114755,0.6311475409836066,0.6206739526411659,0.639344262295082,0.6351724543157647,0.6245446265938069,0.6352459016393444,0.6015027322404372,0.55,0.6166666666666667,0.6291666666666667,0.6333333333333333,0.6166666666666667
IGKV1D-43,0.9393939393939394,0.9292929292929294,0.914141414141414,0.893939393939394,0.8939393939393939,0.9242424242424242,0.9318181818181819,0.9242424242424242,0.9333333333333333,0.8977272727272728,0.8636363636363636,0.9545454545454546,0.9318181818181819,0.9242424242424242,0.9280303030303031,0.893939393939394,0.9318181818181819,0.9696969696969697,0.904040404040404,0.0,0.9191919191919192,0.6666666666666666,0.6666666666666666,0.6818181818181818,0.6742424242424242,0.7121212121212122,0.6796536796536795,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7121212121212122,0.6287878787878788,0.6174242424242424,0.6262626262626263,0.6212121212121212,0.6208100909593447,0.6287878787878788,0.6098484848484849,0.6174242424242424,0.5303030303030303,0.5671641791044776,0.5984848484848485,0.5984848484848485,0.6417910447761194
IGKV1-27,0.9191919191919191,0.914141414141414,0.8686868686868685,0.8484848484848485,0.0,0.9242424242424243,0.9015151515151515,0.9090909090909091,0.9181818181818183,0.884469696969697,0.8484848484848485,0.9393939393939394,0.9412878787878788,0.9090909090909091,0.9090909090909092,0.8787878787878789,0.8901515151515151,0.9242424242424243,0.9570707070707071,0.8939393939393939,0.9065656565656566,0.6666666666666666,0.6666666666666666,0.6818181818181818,0.6742424242424243,0.7121212121212122,0.6818181818181819,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7121212121212122,0.7007575757575758,0.6875,0.702020202020202,0.696969696969697,0.6892117694356501,0.7032828282828284,0.6860795454545454,0.6893939393939394,0.5340909090909091,0.6217209407507915,0.5873332202623247,0.5913331071913162,0.6417910447761194
IGKV3-20,0.6616161616161615,0.6464646464646464,0.6313131313131313,0.6781144781144781,0.702020202020202,0.6565656565656566,0.6490652796622945,0.6717171717171717,0.6696969696969697,0.6829545454545455,0.7000000000000001,0.6717171717171717,0.6717171717171717,0.6717171717171717,0.6565656565656566,0.669949494949495,0.6300505050505051,0.6565656565656566,0.6969696969696969,0.6262626262626263,0.6760942760942761,0.6111111111111112,0.5944444444444444,0.5944444444444444,0.5944444444444444,0.6277777777777778,0.5976190476190477,0.6111111111111112,0.5944444444444444,0.5861111111111111,0.6277777777777778,0.9590277777777777,0.9652777777777776,0.0,0.9777777777777779,0.9625379477838493,0.9703703703703703,0.9611111111111109,0.9652777777777778,0.5828499369482976,0.6555555555555556,0.5666666666666665,0.5749999999999998,0.6111111111111112
IGKV2-30,0.7525252525252526,0.7373737373737373,0.6919191919191919,0.7919191919191918,0.7121212121212122,0.7424242424242424,0.7651515151515151,0.7121212121212122,0.7303030303030302,0.7757544709388972,0.8166666666666667,0.7424242424242424,0.7424242424242424,0.7272727272727273,0.7518939393939394,0.7795454545454545,0.7196969696969697,0.7424242424242424,0.712121212121212,0.7121212121212122,0.7621212121212122,0.9416666666666667,0.925,0.9583333333333333,0.925,0.0,0.9488095238095237,0.9416666666666667,0.925,0.9166666666666666,0.9916666666666667,0.6670081967213115,0.6639344262295082,0.6536429872495447,0.6721311475409836,0.6606733650625771,0.6601548269581057,0.6680327868852458,0.6346994535519126,0.55,0.5833333333333334,0.6625,0.6666666666666666,0.6666666666666666
IGKV1D-27,0.9208754208754208,0.9242424242424243,0.8787878787878788,0.8585858585858586,0.9570707070707072,0.9292929292929294,0.9116161616161617,0.9393939393939394,0.9282828282828282,0.8926767676767677,0.8585858585858586,0.9494949494949495,0.941919191919192,0.9292929292929294,0.9103535353535354,0.8888888888888888,0.8989898989898988,0.9343434343434343,0.0,0.904040404040404,0.9141414141414143,0.6666666666666666,0.6666666666666666,0.6818181818181818,0.6742424242424243,0.7121212121212123,0.6810966810966811,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7121212121212123,0.6950757575757575,0.6830808080808081,0.696969696969697,0.6919191919191919,0.6857044742616883,0.6978114478114479,0.6792929292929294,0.6856060606060607,0.5353535353535354,0.6100557816975728,0.5868950701040253,0.5904568068747172,0.6467661691542288
IGKV3-7,0.6565656565656566,0.6414141414141414,0.6313131313131314,0.6727272727272728,0.696969696969697,0.6515151515151515,0.6465400271370421,0.6666666666666666,0.6666666666666666,0.6791666666666667,0.7,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6515151515151515,0.6674242424242425,0.625,0.6515151515151515,0.6919191919191919,0.6212121212121212,0.6727272727272727,0.6166666666666667,0.6,0.6,0.6,0.6333333333333333,0.6,0.6166666666666667,0.6,0.5916666666666667,0.6333333333333333,0.9479166666666666,0.9875,0.9777777777777779,0.0,0.9687310261080753,0.9611111111111111,0.9833333333333334,0.9541666666666666,0.5737704918032787,0.65,0.5666666666666667,0.575,0.6166666666666667
IGKV1D-8,0.9191919191919192,0.9393939393939394,0.8939393939393939,0.9134680134680134,0.9065656565656566,0.9343434343434344,0.9267676767676768,0.9343434343434344,0.9434343434343435,0.9416666666666668,0.9343434343434344,0.9646464646464646,0.9444444444444445,0.9393939393939394,0.9078282828282828,0.9340909090909091,0.9116161616161617,0.9494949494949495,0.9141414141414143,0.9191919191919192,0.0,0.7151515151515152,0.7151515151515152,0.7308080808080808,0.722979797979798,0.7621212121212121,0.7285714285714286,0.7151515151515152,0.7151515151515152,0.7151515151515152,0.7621212121212121,0.683080808080808,0.6713383838383838,0.6760942760942761,0.6727272727272727,0.6738161321229588,0.6813131313131312,0.664141414141414,0.6646464646464647,0.5676767676767677,0.5985903814262024,0.6182967737072216,0.6232097090306045,0.6886877089960036
IGKV1-5,0.9333333333333333,0.9535353535353537,0.908080808080808,0.895959595959596,0.918181818181818,0.9484848484848485,0.940909090909091,0.9484848484848485,0.0,0.9280303030303031,0.8878787878787879,0.9787878787878789,0.956060606060606,0.9484848484848485,0.9219696969696969,0.9181818181818182,0.9287878787878789,0.9636363636363636,0.9282828282828284,0.9333333333333333,0.9434343434343434,0.6848484848484849,0.6848484848484849,0.7,0.6924242424242424,0.7303030303030302,0.6974025974025974,0.6848484848484849,0.6848484848484849,0.6848484848484849,0.7303030303030302,0.6712121212121211,0.6628787878787878,0.6696969696969697,0.6666666666666666,0.6644404241419167,0.6712121212121215,0.6553030303030303,0.6598484848484848,0.5848484848484848,0.5850746268656717,0.5916666666666667,0.5969696969696969,0.6597014925373135
IGKV1-6,0.8977272727272726,0.9179292929292928,0.8724747474747474,0.9138888888888889,0.884469696969697,0.912878787878788,0.9053030303030303,0.912878787878788,0.9280303030303031,0.0,0.9462121212121213,0.9431818181818182,0.9223484848484849,0.9204545454545455,0.8863636363636364,0.9291666666666666,0.8901515151515151,0.9280303030303031,0.8926767676767677,0.8977272727272728,0.9416666666666668,0.7234848484848485,0.7234848484848485,0.7393939393939394,0.731439393939394,0.7712121212121212,0.7390240224256617,0.7234848484848485,0.7234848484848485,0.7234848484848485,0.7712121212121212,0.6892045454545455,0.6772727272727272,0.6829545454545455,0.6791666666666667,0.6799300401453571,0.6877525252525253,0.6698390151515152,0.6717803030303031,0.5598484848484848,0.5985074626865672,0.6253674807779286,0.6306592039800994,0.6964766332273061
IGKV1-8,0.8636363636363636,0.8838383838383838,0.8383838383838383,0.9373737373737373,0.8484848484848485,0.8787878787878788,0.8712121212121212,0.8787878787878788,0.8878787878787879,0.9462121212121213,0.0,0.9090909090909091,0.8863636363636364,0.8939393939393939,0.8522727272727273,0.9386363636363636,0.8560606060606061,0.8939393939393939,0.8585858585858586,0.8636363636363636,0.9343434343434344,0.7666666666666667,0.7666666666666667,0.7833333333333333,0.775,0.8166666666666667,0.780952380952381,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.8166666666666667,0.7083333333333333,0.6958333333333333,0.7000000000000001,0.7,0.699271402550091,0.7055555555555556,0.6875,0.6833333333333333,0.5666666666666667,0.6166666666666667,0.6625,0.6666666666666666,0.7377049180327869
IGKV1-9,0.9545454545454546,0.9747474747474748,0.9292929292929294,0.9090909090909092,0.9393939393939394,0.9696969696969697,0.9621212121212122,0.9696969696969697,0.9787878787878789,0.9431818181818182,0.9090909090909091,0.0,0.9772727272727273,0.9696969696969697,0.9431818181818182,0.9393939393939394,0.946969696969697,0.9848484848484849,0.9494949494949495,0.9545454545454546,0.9646464646464646,0.696969696969697,0.696969696969697,0.7121212121212122,0.7045454545454546,0.7424242424242424,0.70995670995671,0.696969696969697,0.696969696969697,0.696969696969697,0.7424242424242424,0.6742424242424242,0.6628787878787878,0.6717171717171717,0.6666666666666666,0.6661138750690989,0.6742424242424242,0.6553030303030303,0.6628787878787878,0.5757575757575758,0.5970149253731343,0.6037426503844414,0.6090004522840344,0.6716417910447762
IGKV6D-21,0.6140132669983417,0.6240388964269561,0.5720439691027925,0.658012965475652,0.5913331071913162,0.5939620081411126,0.6127317955676165,0.5789235639981909,0.5969696969696969,0.6306592039800994,0.6666666666666666,0.6090004522840344,0.6071206467661692,0.5939620081411126,0.6127600633197648,0.6536861148801447,0.5887474392742171,0.6090004522840344,0.5904568068747172,0.5984848484848485,0.6232097090306045,0.65,0.6333333333333333,0.6333333333333333,0.6166666666666667,0.6666666666666666,0.6357142857142856,0.65,0.6333333333333333,0.6166666666666667,0.6666666666666666,0.56875,0.5666666666666667,0.5750000000000001,0.575,0.5820431086824529,0.5749999999999998,0.5708333333333333,0.5791666666666666,0.5416666666666667,0.5583333333333333,0.9824561403508771,0.0,0.7833333333333333
IGKV3D-11,0.6683501683501684,0.6489898989898991,0.6372053872053871,0.6845117845117845,0.7032828282828283,0.6590909090909091,0.6528154681139756,0.6742424242424242,0.6712121212121216,0.6877525252525252,0.7055555555555556,0.6742424242424242,0.6745580808080808,0.6742424242424242,0.6641414141414141,0.673989898989899,0.6338383838383839,0.6590909090909091,0.6978114478114478,0.6287878787878788,0.6813131313131312,0.611111111111111,0.5916666666666667,0.5944444444444444,0.5930555555555556,0.6277777777777778,0.5988095238095239,0.6111111111111112,0.5916666666666667,0.5847222222222221,0.6277777777777778,0.9677083333333334,0.9506944444444443,0.9703703703703703,0.9611111111111111,0.9579032584497068,0.0,0.946875,0.9597222222222221,0.583900798654897,0.6527777777777778,0.5666666666666668,0.5749999999999998,0.6055555555555556
IGKV3D-15,0.6470959595959597,0.6313131313131314,0.6180555555555556,0.6621998675277364,0.6860795454545454,0.6401515151515151,0.6352611940298507,0.6553030303030303,0.6553030303030303,0.6698390151515152,0.6875,0.6553030303030303,0.6583806818181819,0.6534090909090908,0.6434659090909091,0.6554924242424243,0.6141098484848485,0.6401515151515151,0.6792929292929294,0.6098484848484849,0.6641414141414141,0.6125,0.5958333333333334,0.5958333333333334,0.5958333333333334,0.6291666666666667,0.5965456674473067,0.6125,0.5958333333333334,0.5874999999999999,0.6291666666666667,0.9359375000000001,0.9744791666666667,0.9611111111111109,0.9833333333333334,0.955130540376442,0.946875,0.0,0.9395833333333333,0.5704653622421998,0.6354166666666666,0.5645833333333333,0.5708333333333333,0.6104166666666667
